ASL_RICHIEDENTE,DATA_ARRIVO,IN_CORSO,ESAMINATI,TOTALE,AGGIORNAMENTO
CH,2020-09-11,0,202,202,2021-02-14
CH,2020-09-12,0,250,250,2021-02-14
CH,2020-09-14,0,64,64,2021-02-14
CH,2020-09-15,0,374,374,2021-02-14
CH,2020-09-16,0,270,270,2021-02-14
CH,2020-09-17,0,116,116,2021-02-14
CH,2020-09-18,0,147,147,2021-02-14
CH,2020-09-19,0,254,254,2021-02-14
CH,2020-09-21,0,151,151,2021-02-14
CH,2020-09-22,0,380,380,2021-02-14
CH,2020-09-23,0,350,350,2021-02-14
CH,2020-09-24,0,284,284,2021-02-14
CH,2020-09-25,0,113,113,2021-02-14
CH,2020-09-26,0,234,234,2021-02-14
CH,2020-09-28,0,91,91,2021-02-14
CH,2020-09-29,0,559,559,2021-02-14
CH,2020-09-30,0,347,347,2021-02-14
CH,2020-10-01,0,380,380,2021-02-14
CH,2020-10-02,0,356,356,2021-02-14
CH,2020-10-03,0,230,230,2021-02-14
CH,2020-10-04,0,468,468,2021-02-14
CH,2020-10-05,0,184,184,2021-02-14
CH,2020-10-06,0,281,281,2021-02-14
CH,2020-10-07,0,749,749,2021-02-14
CH,2020-10-08,0,352,352,2021-02-14
CH,2020-10-09,0,881,881,2021-02-14
CH,2020-10-10,0,452,452,2021-02-14
CH,2020-10-11,0,440,440,2021-02-14
CH,2020-10-12,0,642,642,2021-02-14
CH,2020-10-13,0,634,634,2021-02-14
CH,2020-10-14,0,603,603,2021-02-14
CH,2020-10-15,0,663,663,2021-02-14
CH,2020-10-16,0,858,858,2021-02-14
CH,2020-10-17,0,125,125,2021-02-14
CH,2020-10-18,0,959,959,2021-02-14
CH,2020-10-19,0,518,518,2021-02-14
CH,2020-10-20,0,646,646,2021-02-14
CH,2020-10-21,0,950,950,2021-02-14
CH,2020-10-22,0,762,762,2021-02-14
CH,2020-10-23,0,427,427,2021-02-14
CH,2020-10-24,0,469,469,2021-02-14
CH,2020-10-25,0,1005,1005,2021-02-14
CH,2020-10-26,0,862,862,2021-02-14
CH,2020-10-27,0,822,822,2021-02-14
CH,2020-10-28,0,792,792,2021-02-14
CH,2020-10-29,0,891,891,2021-02-14
CH,2020-10-30,0,621,621,2021-02-14
CH,2020-10-31,0,398,398,2021-02-14
CH,2020-11-01,0,775,775,2021-02-14
CH,2020-11-02,0,884,884,2021-02-14
CH,2020-11-03,0,442,442,2021-02-14
CH,2020-11-04,0,1280,1280,2021-02-14
CH,2020-11-05,0,456,456,2021-02-14
CH,2020-11-06,0,879,879,2021-02-14
CH,2020-11-07,0,1071,1071,2021-02-14
CH,2020-11-08,0,611,611,2021-02-14
CH,2020-11-09,0,1075,1075,2021-02-14
CH,2020-11-10,0,694,694,2021-02-14
CH,2020-11-11,0,872,872,2021-02-14
CH,2020-11-12,0,716,716,2021-02-14
CH,2020-11-13,0,711,711,2021-02-14
CH,2020-11-14,0,901,901,2021-02-14
CH,2020-11-15,0,644,644,2021-02-14
CH,2020-11-16,0,1256,1256,2021-02-14
CH,2020-11-17,0,1022,1022,2021-02-14
CH,2020-11-18,0,1035,1035,2021-02-14
CH,2020-11-19,0,878,878,2021-02-14
CH,2020-11-20,0,1006,1006,2021-02-14
CH,2020-11-21,0,1106,1106,2021-02-14
CH,2020-11-22,0,919,919,2021-02-14
CH,2020-11-23,0,879,879,2021-02-14
CH,2020-11-24,0,1076,1076,2021-02-14
CH,2020-11-25,0,1214,1214,2021-02-14
CH,2020-11-26,0,907,907,2021-02-14
CH,2020-11-27,0,917,917,2021-02-14
CH,2020-11-28,0,646,646,2021-02-14
CH,2020-11-29,0,891,891,2021-02-14
CH,2020-11-30,0,588,588,2021-02-14
CH,2020-12-01,0,819,819,2021-02-14
CH,2020-12-02,0,858,858,2021-02-14
CH,2020-12-03,0,778,778,2021-02-14
CH,2020-12-04,0,728,728,2021-02-14
CH,2020-12-05,0,511,511,2021-02-14
CH,2020-12-06,0,1063,1063,2021-02-14
CH,2020-12-07,0,247,247,2021-02-14
CH,2020-12-08,0,868,868,2021-02-14
CH,2020-12-09,0,441,441,2021-02-14
CH,2020-12-10,0,927,927,2021-02-14
CH,2020-12-11,0,1391,1391,2021-02-14
CH,2020-12-12,0,323,323,2021-02-14
CH,2020-12-13,0,650,650,2021-02-14
CH,2020-12-14,0,492,492,2021-02-14
CH,2020-12-15,0,950,950,2021-02-14
CH,2020-12-16,0,941,941,2021-02-14
CH,2020-12-17,0,474,474,2021-02-14
CH,2020-12-18,0,694,694,2021-02-14
CH,2020-12-19,0,561,561,2021-02-14
CH,2020-12-20,0,453,453,2021-02-14
CH,2020-12-21,0,712,712,2021-02-14
CH,2020-12-22,0,830,830,2021-02-14
CH,2020-12-23,0,1399,1399,2021-02-14
CH,2020-12-24,0,415,415,2021-02-14
CH,2020-12-26,0,32,32,2021-02-14
CH,2020-12-28,0,592,592,2021-02-14
CH,2020-12-30,0,1195,1195,2021-02-14
CH,2020-12-31,0,198,198,2021-02-14
CH,2021-01-02,0,359,359,2021-02-14
CH,2021-01-03,0,320,320,2021-02-14
CH,2021-01-04,0,914,914,2021-02-14
CH,2021-01-05,0,994,994,2021-02-14
CH,2021-01-06,0,6,6,2021-02-14
CH,2021-01-07,0,622,622,2021-02-14
CH,2021-01-08,0,1277,1277,2021-02-14
CH,2021-01-09,0,304,304,2021-02-14
CH,2021-01-10,0,727,727,2021-02-14
CH,2021-01-11,0,930,930,2021-02-14
CH,2021-01-12,0,570,570,2021-02-14
CH,2021-01-13,0,761,761,2021-02-14
CH,2021-01-14,0,546,546,2021-02-14
CH,2021-01-15,0,1176,1176,2021-02-14
CH,2021-01-16,0,261,261,2021-02-14
CH,2021-01-17,0,673,673,2021-02-14
CH,2021-01-18,0,1008,1008,2021-02-14
CH,2021-01-19,0,776,776,2021-02-14
CH,2021-01-20,0,907,907,2021-02-14
CH,2021-01-21,0,532,532,2021-02-14
CH,2021-01-22,0,1085,1085,2021-02-14
CH,2021-01-23,0,301,301,2021-02-14
CH,2021-01-24,0,836,836,2021-02-14
CH,2021-01-25,0,1095,1095,2021-02-14
CH,2021-01-26,0,946,946,2021-02-14
CH,2021-01-27,0,1025,1025,2021-02-14
CH,2021-01-28,0,836,836,2021-02-14
CH,2021-01-29,0,946,946,2021-02-14
CH,2021-01-30,0,374,374,2021-02-14
CH,2021-01-31,0,731,731,2021-02-14
CH,2021-02-01,0,788,788,2021-02-14
CH,2021-02-02,0,1002,1002,2021-02-14
CH,2021-02-03,0,1282,1282,2021-02-14
CH,2021-02-04,0,810,810,2021-02-14
CH,2021-02-05,0,987,987,2021-02-14
CH,2021-02-06,0,460,460,2021-02-14
CH,2021-02-07,0,705,705,2021-02-14
CH,2021-02-08,0,871,871,2021-02-14
CH,2021-02-10,0,1221,1221,2021-02-14
PE,2020-03-17,0,50,50,2021-02-14
PE,2020-03-18,0,49,49,2021-02-14
PE,2020-03-19,0,40,40,2021-02-14
PE,2020-03-20,0,50,50,2021-02-14
PE,2020-03-26,0,181,181,2021-02-14
PE,2020-04-07,0,44,44,2021-02-14
PE,2020-04-08,0,141,141,2021-02-14
PE,2020-04-13,0,30,30,2021-02-14
PE,2020-04-15,0,3,3,2021-02-14
TE,2020-03-16,0,34,34,2021-02-14
TE,2020-03-17,0,101,101,2021-02-14
TE,2020-03-18,0,121,121,2021-02-14
TE,2020-03-19,0,76,76,2021-02-14
TE,2020-03-20,0,132,132,2021-02-14
TE,2020-03-21,0,76,76,2021-02-14
TE,2020-03-22,0,91,91,2021-02-14
TE,2020-03-23,0,206,206,2021-02-14
TE,2020-03-24,0,78,78,2021-02-14
TE,2020-03-25,0,117,117,2021-02-14
TE,2020-03-26,0,127,127,2021-02-14
TE,2020-03-27,0,358,358,2021-02-14
TE,2020-03-28,0,212,212,2021-02-14
TE,2020-03-29,0,57,57,2021-02-14
TE,2020-03-30,0,273,273,2021-02-14
TE,2020-03-31,0,330,330,2021-02-14
TE,2020-04-01,0,386,386,2021-02-14
TE,2020-04-02,0,548,548,2021-02-14
TE,2020-04-03,0,642,642,2021-02-14
TE,2020-04-04,0,429,429,2021-02-14
TE,2020-04-05,0,245,245,2021-02-14
TE,2020-04-06,0,135,135,2021-02-14
TE,2020-04-07,0,203,203,2021-02-14
TE,2020-04-08,0,378,378,2021-02-14
TE,2020-04-09,0,683,683,2021-02-14
TE,2020-04-10,0,813,813,2021-02-14
TE,2020-04-11,0,493,493,2021-02-14
TE,2020-04-13,0,94,94,2021-02-14
TE,2020-04-14,0,319,319,2021-02-14
TE,2020-04-15,0,477,477,2021-02-14
TE,2020-04-16,0,689,689,2021-02-14
TE,2020-04-17,0,465,465,2021-02-14
TE,2020-04-18,0,473,473,2021-02-14
TE,2020-04-19,0,38,38,2021-02-14
TE,2020-04-20,0,378,378,2021-02-14
TE,2020-04-21,0,454,454,2021-02-14
TE,2020-04-22,0,255,255,2021-02-14
TE,2020-04-23,0,484,484,2021-02-14
TE,2020-04-24,0,450,450,2021-02-14
TE,2020-04-25,0,280,280,2021-02-14
TE,2020-04-26,0,51,51,2021-02-14
TE,2020-04-27,0,364,364,2021-02-14
TE,2020-04-28,0,503,503,2021-02-14
TE,2020-04-29,0,533,533,2021-02-14
TE,2020-04-30,0,476,476,2021-02-14
TE,2020-05-01,0,194,194,2021-02-14
TE,2020-05-02,0,370,370,2021-02-14
TE,2020-05-03,0,100,100,2021-02-14
TE,2020-05-04,0,347,347,2021-02-14
TE,2020-05-05,0,461,461,2021-02-14
TE,2020-05-06,0,455,455,2021-02-14
TE,2020-05-07,0,311,311,2021-02-14
TE,2020-05-08,0,278,278,2021-02-14
TE,2020-05-09,0,272,272,2021-02-14
TE,2020-05-10,0,467,467,2021-02-14
TE,2020-05-11,0,318,318,2021-02-14
TE,2020-05-12,0,321,321,2021-02-14
TE,2020-05-13,0,285,285,2021-02-14
TE,2020-05-14,0,302,302,2021-02-14
TE,2020-05-15,0,532,532,2021-02-14
TE,2020-05-16,0,650,650,2021-02-14
TE,2020-05-17,0,266,266,2021-02-14
TE,2020-05-18,0,266,266,2021-02-14
TE,2020-05-19,0,971,971,2021-02-14
TE,2020-05-20,0,289,289,2021-02-14
TE,2020-05-21,0,587,587,2021-02-14
TE,2020-05-22,0,579,579,2021-02-14
TE,2020-05-23,0,245,245,2021-02-14
TE,2020-05-24,0,476,476,2021-02-14
TE,2020-05-25,0,299,299,2021-02-14
TE,2020-05-26,0,531,531,2021-02-14
TE,2020-05-27,0,245,245,2021-02-14
TE,2020-05-28,0,515,515,2021-02-14
TE,2020-05-29,0,386,386,2021-02-14
TE,2020-05-30,0,162,162,2021-02-14
TE,2020-05-31,0,214,214,2021-02-14
TE,2020-06-01,0,259,259,2021-02-14
TE,2020-06-02,0,103,103,2021-02-14
TE,2020-06-03,0,495,495,2021-02-14
TE,2020-06-04,0,286,286,2021-02-14
TE,2020-06-05,0,308,308,2021-02-14
TE,2020-06-06,0,197,197,2021-02-14
TE,2020-06-07,0,129,129,2021-02-14
TE,2020-06-08,0,274,274,2021-02-14
TE,2020-06-09,0,519,519,2021-02-14
TE,2020-06-10,0,533,533,2021-02-14
TE,2020-06-11,0,323,323,2021-02-14
TE,2020-06-12,0,635,635,2021-02-14
TE,2020-06-13,0,298,298,2021-02-14
TE,2020-06-14,0,60,60,2021-02-14
TE,2020-06-15,0,295,295,2021-02-14
TE,2020-06-16,0,560,560,2021-02-14
TE,2020-06-17,0,292,292,2021-02-14
TE,2020-06-18,0,205,205,2021-02-14
TE,2020-06-19,0,257,257,2021-02-14
TE,2020-06-20,0,385,385,2021-02-14
TE,2020-06-21,0,30,30,2021-02-14
TE,2020-06-22,0,296,296,2021-02-14
TE,2020-06-23,0,398,398,2021-02-14
TE,2020-06-24,0,217,217,2021-02-14
TE,2020-06-25,0,205,205,2021-02-14
TE,2020-06-26,0,403,403,2021-02-14
TE,2020-06-27,0,153,153,2021-02-14
TE,2020-06-28,0,125,125,2021-02-14
TE,2020-06-29,0,192,192,2021-02-14
TE,2020-06-30,0,237,237,2021-02-14
TE,2020-07-01,0,283,283,2021-02-14
TE,2020-07-02,0,252,252,2021-02-14
TE,2020-07-03,0,234,234,2021-02-14
TE,2020-07-04,0,141,141,2021-02-14
TE,2020-07-06,0,140,140,2021-02-14
TE,2020-07-07,0,275,275,2021-02-14
TE,2020-07-08,0,195,195,2021-02-14
TE,2020-07-09,0,250,250,2021-02-14
TE,2020-07-10,0,157,157,2021-02-14
TE,2020-07-11,0,313,313,2021-02-14
TE,2020-07-13,0,263,263,2021-02-14
TE,2020-07-14,0,133,133,2021-02-14
TE,2020-07-15,0,106,106,2021-02-14
TE,2020-07-16,0,278,278,2021-02-14
TE,2020-07-17,0,270,270,2021-02-14
TE,2020-07-18,0,58,58,2021-02-14
TE,2020-07-20,0,195,195,2021-02-14
TE,2020-07-21,0,269,269,2021-02-14
TE,2020-07-22,0,113,113,2021-02-14
TE,2020-07-23,0,152,152,2021-02-14
TE,2020-07-24,0,177,177,2021-02-14
TE,2020-07-25,0,139,139,2021-02-14
TE,2020-07-27,0,203,203,2021-02-14
TE,2020-07-28,0,205,205,2021-02-14
TE,2020-07-29,0,185,185,2021-02-14
TE,2020-07-30,0,220,220,2021-02-14
TE,2020-07-31,0,376,376,2021-02-14
TE,2020-08-01,0,183,183,2021-02-14
TE,2020-08-03,0,323,323,2021-02-14
TE,2020-08-04,0,444,444,2021-02-14
TE,2020-08-05,0,419,419,2021-02-14
TE,2020-08-06,0,325,325,2021-02-14
TE,2020-08-07,0,184,184,2021-02-14
TE,2020-08-08,0,395,395,2021-02-14
TE,2020-08-10,0,180,180,2021-02-14
TE,2020-08-11,0,575,575,2021-02-14
TE,2020-08-12,0,244,244,2021-02-14
TE,2020-08-13,0,258,258,2021-02-14
TE,2020-08-14,0,255,255,2021-02-14
TE,2020-08-17,0,276,276,2021-02-14
TE,2020-08-18,0,317,317,2021-02-14
TE,2020-08-19,0,258,258,2021-02-14
TE,2020-08-20,0,240,240,2021-02-14
TE,2020-08-21,0,399,399,2021-02-14
TE,2020-08-22,0,114,114,2021-02-14
TE,2020-08-24,0,327,327,2021-02-14
TE,2020-08-25,0,228,228,2021-02-14
TE,2020-08-26,0,398,398,2021-02-14
TE,2020-08-27,0,266,266,2021-02-14
TE,2020-08-28,0,441,441,2021-02-14
TE,2020-08-29,0,289,289,2021-02-14
TE,2020-08-31,0,430,430,2021-02-14
TE,2020-09-01,0,200,200,2021-02-14
TE,2020-09-02,0,453,453,2021-02-14
TE,2020-09-03,0,234,234,2021-02-14
TE,2020-09-04,0,481,481,2021-02-14
TE,2020-09-05,0,233,233,2021-02-14
TE,2020-09-07,0,243,243,2021-02-14
TE,2020-09-08,0,503,503,2021-02-14
TE,2020-09-09,0,413,413,2021-02-14
TE,2020-09-10,0,303,303,2021-02-14
TE,2020-09-11,0,324,324,2021-02-14
TE,2020-09-12,0,313,313,2021-02-14
TE,2020-09-14,0,222,222,2021-02-14
TE,2020-09-15,0,473,473,2021-02-14
TE,2020-09-16,0,447,447,2021-02-14
TE,2020-09-17,0,310,310,2021-02-14
TE,2020-09-18,0,361,361,2021-02-14
TE,2020-09-19,0,366,366,2021-02-14
TE,2020-09-21,0,448,448,2021-02-14
TE,2020-09-22,0,338,338,2021-02-14
TE,2020-09-23,0,412,412,2021-02-14
TE,2020-09-24,0,343,343,2021-02-14
TE,2020-09-25,0,466,466,2021-02-14
TE,2020-09-26,0,350,350,2021-02-14
TE,2020-09-28,0,385,385,2021-02-14
TE,2020-09-29,0,314,314,2021-02-14
TE,2020-09-30,0,569,569,2021-02-14
TE,2020-10-01,0,503,503,2021-02-14
TE,2020-10-02,0,589,589,2021-02-14
TE,2020-10-03,0,383,383,2021-02-14
TE,2020-10-04,0,324,324,2021-02-14
TE,2020-10-05,0,314,314,2021-02-14
TE,2020-10-06,0,910,910,2021-02-14
TE,2020-10-07,0,611,611,2021-02-14
TE,2020-10-08,0,881,881,2021-02-14
TE,2020-10-09,0,592,592,2021-02-14
TE,2020-10-10,0,593,593,2021-02-14
TE,2020-10-11,0,380,380,2021-02-14
TE,2020-10-12,0,840,840,2021-02-14
TE,2020-10-13,0,576,576,2021-02-14
TE,2020-10-14,0,674,674,2021-02-14
TE,2020-10-15,0,811,811,2021-02-14
TE,2020-10-16,0,830,830,2021-02-14
TE,2020-10-17,0,1516,1516,2021-02-14
TE,2020-10-18,0,299,299,2021-02-14
TE,2020-10-19,0,880,880,2021-02-14
TE,2020-10-20,0,822,822,2021-02-14
TE,2020-10-21,0,862,862,2021-02-14
TE,2020-10-22,0,1127,1127,2021-02-14
TE,2020-10-23,0,1166,1166,2021-02-14
TE,2020-10-24,0,612,612,2021-02-14
TE,2020-10-25,0,474,474,2021-02-14
TE,2020-10-26,0,1083,1083,2021-02-14
TE,2020-10-27,0,991,991,2021-02-14
TE,2020-10-28,0,930,930,2021-02-14
TE,2020-10-29,0,864,864,2021-02-14
TE,2020-10-30,0,837,837,2021-02-14
TE,2020-10-31,0,1445,1445,2021-02-14
TE,2020-11-01,0,714,714,2021-02-14
TE,2020-11-02,0,740,740,2021-02-14
TE,2020-11-03,0,1746,1746,2021-02-14
TE,2020-11-04,0,618,618,2021-02-14
TE,2020-11-05,0,1108,1108,2021-02-14
TE,2020-11-06,0,1332,1332,2021-02-14
TE,2020-11-07,0,1006,1006,2021-02-14
TE,2020-11-08,0,147,147,2021-02-14
TE,2020-11-09,0,1260,1260,2021-02-14
TE,2020-11-10,0,1304,1304,2021-02-14
TE,2020-11-11,0,1533,1533,2021-02-14
TE,2020-11-12,0,1335,1335,2021-02-14
TE,2020-11-13,0,860,860,2021-02-14
TE,2020-11-14,0,1950,1950,2021-02-14
TE,2020-11-15,0,1206,1206,2021-02-14
TE,2020-11-16,0,1222,1222,2021-02-14
TE,2020-11-17,0,1719,1719,2021-02-14
TE,2020-11-18,0,1395,1395,2021-02-14
TE,2020-11-19,0,1660,1660,2021-02-14
TE,2020-11-20,0,1438,1438,2021-02-14
TE,2020-11-21,0,956,956,2021-02-14
TE,2020-11-22,0,1146,1146,2021-02-14
TE,2020-11-23,0,1259,1259,2021-02-14
TE,2020-11-24,0,1519,1519,2021-02-14
TE,2020-11-25,0,1406,1406,2021-02-14
TE,2020-11-26,0,1613,1613,2021-02-14
TE,2020-11-27,0,1048,1048,2021-02-14
TE,2020-11-28,0,1548,1548,2021-02-14
TE,2020-11-29,0,149,149,2021-02-14
TE,2020-11-30,0,1076,1076,2021-02-14
TE,2020-12-01,0,1780,1780,2021-02-14
TE,2020-12-02,0,1355,1355,2021-02-14
TE,2020-12-03,0,1190,1190,2021-02-14
TE,2020-12-04,0,1604,1604,2021-02-14
TE,2020-12-05,0,1337,1337,2021-02-14
TE,2020-12-06,0,265,265,2021-02-14
TE,2020-12-07,0,1241,1241,2021-02-14
TE,2020-12-08,0,222,222,2021-02-14
TE,2020-12-09,0,1486,1486,2021-02-14
TE,2020-12-10,0,1156,1156,2021-02-14
TE,2020-12-11,0,1200,1200,2021-02-14
TE,2020-12-12,0,1001,1001,2021-02-14
TE,2020-12-13,0,178,178,2021-02-14
TE,2020-12-14,0,874,874,2021-02-14
TE,2020-12-15,0,2021,2021,2021-02-14
TE,2020-12-16,0,1035,1035,2021-02-14
TE,2020-12-17,0,867,867,2021-02-14
TE,2020-12-18,0,1489,1489,2021-02-14
TE,2020-12-19,0,524,524,2021-02-14
TE,2020-12-20,0,34,34,2021-02-14
TE,2020-12-21,0,1207,1207,2021-02-14
TE,2020-12-22,0,1510,1510,2021-02-14
TE,2020-12-23,0,845,845,2021-02-14
TE,2020-12-24,0,249,249,2021-02-14
TE,2020-12-26,0,90,90,2021-02-14
TE,2020-12-27,0,34,34,2021-02-14
TE,2020-12-28,0,1163,1163,2021-02-14
TE,2020-12-29,0,1035,1035,2021-02-14
TE,2020-12-30,0,929,929,2021-02-14
TE,2020-12-31,0,100,100,2021-02-14
TE,2021-01-02,0,733,733,2021-02-14
TE,2021-01-03,0,282,282,2021-02-14
TE,2021-01-04,0,925,925,2021-02-14
TE,2021-01-05,0,726,726,2021-02-14
TE,2021-01-06,0,38,38,2021-02-14
TE,2021-01-07,0,1263,1263,2021-02-14
TE,2021-01-08,0,671,671,2021-02-14
TE,2021-01-09,0,699,699,2021-02-14
TE,2021-01-10,0,56,56,2021-02-14
TE,2021-01-11,0,920,920,2021-02-14
TE,2021-01-12,0,1012,1012,2021-02-14
TE,2021-01-13,0,994,994,2021-02-14
TE,2021-01-14,0,627,627,2021-02-14
TE,2021-01-15,0,852,852,2021-02-14
TE,2021-01-16,0,430,430,2021-02-14
TE,2021-01-17,0,55,55,2021-02-14
TE,2021-01-18,0,894,894,2021-02-14
TE,2021-01-19,0,885,885,2021-02-14
TE,2021-01-20,0,459,459,2021-02-14
TE,2021-01-21,0,700,700,2021-02-14
TE,2021-01-22,0,1129,1129,2021-02-14
TE,2021-01-23,0,646,646,2021-02-14
TE,2021-01-24,0,115,115,2021-02-14
TE,2021-01-25,0,904,904,2021-02-14
TE,2021-01-26,0,758,758,2021-02-14
TE,2021-01-27,0,524,524,2021-02-14
TE,2021-01-28,0,605,605,2021-02-14
TE,2021-01-29,0,1006,1006,2021-02-14
TE,2021-01-30,0,515,515,2021-02-14
TE,2021-01-31,0,121,121,2021-02-14
TE,2021-02-01,0,719,719,2021-02-14
TE,2021-02-02,0,1018,1018,2021-02-14
TE,2021-02-03,0,673,673,2021-02-14
TE,2021-02-04,0,641,641,2021-02-14
TE,2021-02-05,0,1183,1183,2021-02-14
TE,2021-02-06,0,623,623,2021-02-14
TE,2021-02-07,0,51,51,2021-02-14
TE,2021-02-09,0,983,983,2021-02-14
TE,2021-02-10,0,602,602,2021-02-14
