AGGIORNAMENTO,DATA_TAMPONE,PROVINCIA,POSITIVI,NEGATIVI,DA_RIPETERE
2020-06-03,2020-03-14,CH,2,1,0
2020-06-03,2020-03-14,PE,14,20,3
2020-06-03,2020-03-14,TE,9,11,1
2020-06-03,2020-03-16,AQ,2,0,0
2020-06-03,2020-03-16,CH,1,2,0
2020-06-03,2020-03-16,PE,1,9,0
2020-06-03,2020-03-16,TE,10,70,0
2020-06-03,2020-03-17,AQ,5,10,1
2020-06-03,2020-03-17,CH,7,9,1
2020-06-03,2020-03-17,PE,34,56,4
2020-06-03,2020-03-17,TE,20,58,0
2020-06-03,2020-03-18,AQ,3,5,0
2020-06-03,2020-03-18,CH,7,0,0
2020-06-03,2020-03-18,PE,13,16,4
2020-06-03,2020-03-18,TE,18,63,2
2020-06-03,2020-03-19,AQ,7,15,1
2020-06-03,2020-03-19,TE,18,48,1
2020-06-03,2020-03-20,AQ,5,20,2
2020-06-03,2020-03-20,TE,28,124,9
2020-06-03,2020-03-21,AQ,4,31,0
2020-06-03,2020-03-21,PE,1,1,0
2020-06-03,2020-03-21,TE,18,76,2
2020-06-03,2020-03-22,AQ,2,6,0
2020-06-03,2020-03-22,PE,1,0,0
2020-06-03,2020-03-22,TE,15,31,1
2020-06-03,2020-03-23,AQ,13,41,1
2020-06-03,2020-03-23,CH,3,26,6
2020-06-03,2020-03-23,PE,1,14,2
2020-06-03,2020-03-23,TE,60,116,16
2020-06-03,2020-03-24,AQ,10,20,3
2020-06-03,2020-03-24,CH,1,78,0
2020-06-03,2020-03-24,PE,8,175,5
2020-06-03,2020-03-24,TE,68,170,8
2020-06-03,2020-03-25,AQ,2,52,2
2020-06-03,2020-03-25,CH,2,47,0
2020-06-03,2020-03-25,TE,18,139,1
2020-06-03,2020-03-26,AQ,6,46,5
2020-06-03,2020-03-26,CH,2,18,0
2020-06-03,2020-03-26,PE,1,12,1
2020-06-03,2020-03-26,TE,32,263,10
2020-06-03,2020-03-27,AQ,17,46,1
2020-06-03,2020-03-27,PE,2,9,0
2020-06-03,2020-03-27,TE,14,394,8
2020-06-03,2020-03-28,AQ,12,28,6
2020-06-03,2020-03-28,PE,3,7,2
2020-06-03,2020-03-28,TE,10,174,4
2020-06-03,2020-03-29,AQ,3,10,1
2020-06-03,2020-03-29,TE,14,67,5
2020-06-03,2020-03-30,AQ,18,77,6
2020-06-03,2020-03-30,PE,1,21,0
2020-06-03,2020-03-30,TE,21,484,6
2020-06-03,2020-03-31,AQ,34,132,16
2020-06-03,2020-03-31,CH,3,9,0
2020-06-03,2020-03-31,PE,3,6,3
2020-06-03,2020-03-31,TE,31,178,14
2020-06-03,2020-04-01,AQ,2,90,3
2020-06-03,2020-04-01,PE,1,42,3
2020-06-03,2020-04-01,TE,29,439,24
2020-06-03,2020-04-02,AQ,11,99,8
2020-06-03,2020-04-02,TE,27,406,24
2020-06-03,2020-04-03,AQ,8,91,4
2020-06-03,2020-04-03,TE,21,347,5
2020-06-03,2020-04-04,AQ,6,103,3
2020-06-03,2020-04-04,TE,22,95,5
2020-06-03,2020-04-05,TE,6,34,0
2020-06-03,2020-04-06,AQ,9,164,3
2020-06-03,2020-04-06,PE,10,97,1
2020-06-03,2020-04-06,TE,4,74,4
2020-06-03,2020-04-07,AQ,14,130,4
2020-06-03,2020-04-07,CH,6,92,1
2020-06-03,2020-04-07,PE,7,77,5
2020-06-03,2020-04-07,TE,32,264,8
2020-06-03,2020-04-08,AQ,11,134,2
2020-06-03,2020-04-08,CH,3,75,1
2020-06-03,2020-04-08,TE,18,339,4
2020-06-03,2020-04-09,AQ,6,91,1
2020-06-03,2020-04-09,PE,3,25,0
2020-06-03,2020-04-09,TE,23,547,6
2020-06-03,2020-04-10,AQ,13,147,1
2020-06-03,2020-04-10,PE,2,18,1
2020-06-03,2020-04-10,TE,14,628,6
2020-06-03,2020-04-11,AQ,1,54,0
2020-06-03,2020-04-11,PE,1,8,1
2020-06-03,2020-04-11,TE,13,430,2
2020-06-03,2020-04-12,AQ,1,9,0
2020-06-03,2020-04-13,PE,2,25,2
2020-06-03,2020-04-13,TE,3,78,6
2020-06-03,2020-04-14,AQ,9,172,8
2020-06-03,2020-04-14,CH,1,11,1
2020-06-03,2020-04-14,TE,12,383,9
2020-06-03,2020-04-15,AQ,8,147,4
2020-06-03,2020-04-15,CH,6,145,2
2020-06-03,2020-04-15,PE,1,15,0
2020-06-03,2020-04-15,TE,6,326,9
2020-06-03,2020-04-16,AQ,3,134,8
2020-06-03,2020-04-16,CH,4,354,1
2020-06-03,2020-04-16,PE,1,25,0
2020-06-03,2020-04-16,TE,9,680,14
2020-06-03,2020-04-17,AQ,5,104,3
2020-06-03,2020-04-17,CH,4,507,2
2020-06-03,2020-04-17,PE,1,10,0
2020-06-03,2020-04-17,TE,4,426,4
2020-06-03,2020-04-18,AQ,6,92,3
2020-06-03,2020-04-18,CH,1,282,1
2020-06-03,2020-04-18,PE,2,13,0
2020-06-03,2020-04-18,TE,15,389,22
2020-06-03,2020-04-19,AQ,1,37,1
2020-06-03,2020-04-19,TE,6,31,0
2020-06-03,2020-04-20,AQ,5,185,0
2020-06-03,2020-04-20,CH,39,260,2
2020-06-03,2020-04-20,PE,8,60,2
2020-06-03,2020-04-20,TE,14,442,4
2020-06-03,2020-04-21,AQ,1,57,2
2020-06-03,2020-04-21,PE,2,14,0
2020-06-03,2020-04-21,TE,10,422,7
2020-06-03,2020-04-22,AQ,5,172,6
2020-06-03,2020-04-22,TE,7,381,8
2020-06-03,2020-04-23,AQ,2,117,5
2020-06-03,2020-04-23,CH,10,410,6
2020-06-03,2020-04-23,PE,1,74,1
2020-06-03,2020-04-23,TE,3,431,3
2020-06-03,2020-04-24,AQ,6,86,2
2020-06-03,2020-04-24,CH,3,118,3
2020-06-03,2020-04-24,TE,9,486,7
2020-06-03,2020-04-25,AQ,1,51,3
2020-06-03,2020-04-25,CH,3,183,1
2020-06-03,2020-04-25,TE,1,82,1
2020-06-03,2020-04-26,AQ,1,29,0
2020-06-03,2020-04-26,CH,5,108,2
2020-06-03,2020-04-26,PE,1,1,0
2020-06-03,2020-04-26,TE,3,27,0
2020-06-03,2020-04-27,AQ,4,85,5
2020-06-03,2020-04-27,CH,9,161,5
2020-06-03,2020-04-27,PE,2,58,0
2020-06-03,2020-04-27,TE,14,397,8
2020-06-03,2020-04-28,AQ,5,137,2
2020-06-03,2020-04-28,CH,3,136,2
2020-06-03,2020-04-28,PE,1,18,0
2020-06-03,2020-04-28,TE,4,519,3
2020-06-03,2020-04-29,AQ,7,180,4
2020-06-03,2020-04-29,CH,5,186,12
2020-06-03,2020-04-29,PE,2,28,0
2020-06-03,2020-04-29,TE,10,533,21
2020-06-03,2020-04-30,CH,2,197,4
2020-06-03,2020-04-30,PE,3,28,0
2020-06-03,2020-04-30,TE,7,386,2
2020-06-03,2020-05-01,AQ,1,26,0
2020-06-03,2020-05-01,CH,4,136,3
2020-06-03,2020-05-02,AQ,3,46,3
2020-06-03,2020-05-02,CH,1,224,2
2020-06-03,2020-05-02,TE,6,392,6
2020-06-03,2020-05-03,CH,2,47,5
2020-06-03,2020-05-03,PE,1,2,0
2020-06-03,2020-05-03,TE,2,31,0
2020-06-03,2020-05-04,AQ,3,117,1
2020-06-03,2020-05-04,CH,3,175,2
2020-06-03,2020-05-04,PE,2,30,0
2020-06-03,2020-05-04,TE,3,419,6
2020-06-03,2020-05-05,AQ,3,117,1
2020-06-03,2020-05-05,CH,2,83,4
2020-06-03,2020-05-05,TE,9,474,8
2020-06-03,2020-05-06,AQ,1,224,0
2020-06-03,2020-05-06,CH,4,176,8
2020-06-03,2020-05-06,PE,2,28,0
2020-06-03,2020-05-06,TE,3,481,8
2020-06-03,2020-05-07,CH,2,130,2
2020-06-03,2020-05-07,TE,5,567,2
2020-06-03,2020-05-08,AQ,2,535,0
2020-06-03,2020-05-08,CH,1,218,1
2020-06-03,2020-05-08,TE,2,545,6
2020-06-03,2020-05-09,CH,7,122,6
2020-06-03,2020-05-09,PE,1,56,0
2020-06-03,2020-05-09,TE,1,279,2
2020-06-03,2020-05-10,CH,3,91,9
2020-06-03,2020-05-11,AQ,5,508,2
2020-06-03,2020-05-11,CH,4,96,8
2020-06-03,2020-05-11,PE,1,42,0
2020-06-03,2020-05-12,AQ,2,452,1
2020-06-03,2020-05-12,CH,7,180,1
2020-06-03,2020-05-12,PE,1,66,0
2020-06-03,2020-05-12,TE,4,677,6
2020-06-03,2020-05-13,CH,7,109,4
2020-06-03,2020-05-13,TE,3,582,1
2020-06-03,2020-05-14,CH,21,198,5
2020-06-03,2020-05-14,PE,2,79,2
2020-06-03,2020-05-14,TE,7,780,3
2020-06-03,2020-05-15,AQ,1,389,0
2020-06-03,2020-05-15,TE,1,270,1
2020-06-03,2020-05-16,CH,8,216,2
2020-06-03,2020-05-16,TE,2,352,2
2020-06-03,2020-05-17,CH,2,37,3
2020-06-03,2020-05-17,TE,1,29,0
2020-06-03,2020-05-18,CH,4,180,1
2020-06-03,2020-05-18,TE,4,492,6
2020-06-03,2020-05-19,AQ,1,227,0
2020-06-03,2020-05-19,TE,2,614,8
2020-06-03,2020-05-20,AQ,1,388,1
2020-06-03,2020-05-20,CH,2,207,3
2020-06-03,2020-05-21,CH,1,191,3
2020-06-03,2020-05-21,TE,3,539,3
2020-06-03,2020-05-22,AQ,3,408,5
2020-06-03,2020-05-22,CH,2,236,0
2020-06-03,2020-05-22,TE,2,502,4
2020-06-03,2020-05-23,CH,1,196,1
2020-06-03,2020-05-25,PE,1,64,0
2020-06-03,2020-05-26,CH,2,354,1
2020-06-03,2020-05-26,TE,1,405,5
2020-06-03,2020-05-27,CH,4,175,2
2020-06-03,2020-05-27,TE,2,253,2
2020-06-03,2020-05-28,CH,9,224,16
2020-06-03,2020-05-29,TE,2,304,1
2020-06-03,2020-05-31,AQ,1,5,1
2020-06-03,2020-06-01,AQ,1,158,0
2020-06-03,2020-06-01,CH,1,168,1
2020-06-03,2020-06-01,TE,1,240,2
2020-06-03,2020-02-29,TE,0,1,0
2020-06-03,2020-03-12,TE,0,1,0
2020-06-03,2020-03-19,CH,0,2,0
2020-06-03,2020-03-19,PE,0,5,0
2020-06-03,2020-03-20,CH,0,1,0
2020-06-03,2020-03-20,PE,0,5,0
2020-06-03,2020-03-21,CH,0,3,0
2020-06-03,2020-03-25,PE,0,3,0
2020-06-03,2020-03-27,CH,0,10,1
2020-06-03,2020-03-28,CH,0,4,1
2020-06-03,2020-03-29,CH,0,1,0
2020-06-03,2020-03-30,CH,0,5,0
2020-06-03,2020-04-01,CH,0,5,0
2020-06-03,2020-04-02,CH,0,49,0
2020-06-03,2020-04-02,PE,0,11,0
2020-06-03,2020-04-03,CH,0,3,0
2020-06-03,2020-04-03,PE,0,14,0
2020-06-03,2020-04-04,CH,0,3,0
2020-06-03,2020-04-04,PE,0,7,1
2020-06-03,2020-04-05,AQ,0,5,1
2020-06-03,2020-04-06,CH,0,6,1
2020-06-03,2020-04-08,PE,0,18,2
2020-06-03,2020-04-09,CH,0,23,1
2020-06-03,2020-04-10,CH,0,13,0
2020-06-03,2020-04-11,CH,0,5,0
2020-06-03,2020-04-12,TE,0,1,0
2020-06-03,2020-04-13,AQ,0,35,1
2020-06-03,2020-04-13,CH,0,5,0
2020-06-03,2020-04-14,PE,0,4,0
2020-06-03,2020-04-19,CH,0,381,2
2020-06-03,2020-04-19,PE,0,5,0
2020-06-03,2020-04-21,CH,0,79,0
2020-06-03,2020-04-22,CH,0,22,0
2020-06-03,2020-04-22,PE,0,23,0
2020-06-03,2020-04-24,PE,0,28,0
2020-06-03,2020-04-25,PE,0,4,0
2020-06-03,2020-04-30,AQ,0,110,2
2020-06-03,2020-05-01,PE,0,21,0
2020-06-03,2020-05-01,TE,0,68,0
2020-06-03,2020-05-02,PE,0,24,1
2020-06-03,2020-05-03,AQ,0,25,1
2020-06-03,2020-05-05,PE,0,11,0
2020-06-03,2020-05-07,AQ,0,338,2
2020-06-03,2020-05-07,PE,0,24,0
2020-06-03,2020-05-08,PE,0,34,0
2020-06-03,2020-05-09,AQ,0,253,1
2020-06-03,2020-05-10,AQ,0,48,1
2020-06-03,2020-05-10,TE,0,40,0
2020-06-03,2020-05-11,TE,0,523,3
2020-06-03,2020-05-13,AQ,0,633,3
2020-06-03,2020-05-13,PE,0,44,0
2020-06-03,2020-05-14,AQ,0,598,0
2020-06-03,2020-05-15,CH,0,110,2
2020-06-03,2020-05-15,PE,0,41,0
2020-06-03,2020-05-16,AQ,0,136,1
2020-06-03,2020-05-16,PE,0,38,0
2020-06-03,2020-05-17,AQ,0,36,0
2020-06-03,2020-05-17,PE,0,2,0
2020-06-03,2020-05-18,AQ,0,346,1
2020-06-03,2020-05-18,PE,0,53,1
2020-06-03,2020-05-19,CH,0,172,3
2020-06-03,2020-05-19,PE,0,44,0
2020-06-03,2020-05-20,PE,0,33,1
2020-06-03,2020-05-20,TE,0,374,0
2020-06-03,2020-05-21,AQ,0,394,1
2020-06-03,2020-05-21,PE,0,41,0
2020-06-03,2020-05-22,PE,0,54,0
2020-06-03,2020-05-23,AQ,0,112,0
2020-06-03,2020-05-23,PE,0,60,0
2020-06-03,2020-05-23,TE,0,138,0
2020-06-03,2020-05-24,AQ,0,27,0
2020-06-03,2020-05-24,CH,0,63,0
2020-06-03,2020-05-24,PE,0,11,0
2020-06-03,2020-05-24,TE,0,30,0
2020-06-03,2020-05-25,AQ,0,276,0
2020-06-03,2020-05-25,CH,0,206,0
2020-06-03,2020-05-25,TE,0,496,0
2020-06-03,2020-05-26,AQ,0,138,0
2020-06-03,2020-05-26,PE,0,57,0
2020-06-03,2020-05-27,AQ,0,574,3
2020-06-03,2020-05-27,PE,0,51,0
2020-06-03,2020-05-28,AQ,0,181,0
2020-06-03,2020-05-28,PE,0,53,0
2020-06-03,2020-05-28,TE,0,348,1
2020-06-03,2020-05-29,AQ,0,326,1
2020-06-03,2020-05-29,CH,0,200,1
2020-06-03,2020-05-29,PE,0,41,0
2020-06-03,2020-05-30,AQ,0,147,0
2020-06-03,2020-05-30,CH,0,161,0
2020-06-03,2020-05-30,PE,0,24,0
2020-06-03,2020-05-30,TE,0,100,0
2020-06-03,2020-05-31,CH,0,84,1
2020-06-03,2020-05-31,PE,0,1,0
2020-06-03,2020-05-31,TE,0,27,0
2020-06-03,2020-06-01,PE,0,45,1
2020-06-03,2020-06-02,AQ,0,4,0
2020-06-03,2020-06-02,CH,0,12,0
2020-06-03,2020-06-02,PE,0,11,0
2020-06-03,2020-06-02,TE,0,25,0
2020-06-03,2020-03-29,PE,0,0,1
